Rk;Player;Pos;Age;Tm;G;MP;PER;TS%;3PAr;FTr;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Column1;OWS;DWS;WS;WS/48;2;OBPM;DBPM;BPM;VORP
1;Steven Adams;C;26;OKC;63;1680;205;.604;.006;.421;140;240;192;132;15;34;142;173;;38;27;65;.185;;19;11;29;21
2;Bam Adebayo;PF;22;MIA;72;2417;203;.598;.018;.484;85;249;170;242;17;38;176;212;;46;39;85;.168;;14;20;34;33
3;LaMarcus Aldridge;C;34;SAS;53;1754;197;.571;.198;.241;63;178;120;114;10;44;78;234;;30;14;45;.122;;18;-5;14;15
4;Kyle Alexander;C;23;MIA;2;13;47;.500;.000;.000;179;83;129;0;0;0;333;102;;0;0;0;-0.003;;-61;-35;-96;0
5;Nickeil Alexander-Walker;SG;21;NOP;47;591;89;.473;.500;.139;16;135;75;211;13;11;161;233;;-7;4;-2;-0.020;;-32;-14;-46;-4
6;Grayson Allen;SG;24;MEM;38;718;120;.609;.562;.179;12;111;62;100;7;2;109;176;;8;4;12;.082;;-1;-12;-13;1
7;Jarrett Allen;C;21;BRK;70;1852;207;.664;.013;.581;123;249;187;89;10;42;117;149;;52;29;82;.212;;14;10;23;20
8;Kadeem Allen;PG;27;NYK;10;117;140;.512;.364;.250;18;66;41;270;21;16;141;206;;1;1;1;.053;;-1;-6;-7;0
9;Al-Farouq Aminu;PF;29;ORL;18;380;76;.395;.419;.337;66;184;123;74;23;19;147;132;;-4;5;1;.014;;-44;14;-30;-1
10;Justin Anderson;SG;26;BRK;10;107;32;.352;.763;.105;10;189;102;101;0;47;91;171;;-2;1;-1;-0.054;;-68;-9;-77;-2
11;Kyle Anderson;SF;26;MEM;67;1330;125;.534;.257;.236;47;176;113;159;19;24;153;135;;9;17;25;.091;;-15;20;5;9
12;Ryan Anderson;C;31;HOU;2;14;94;.357;.714;.000;0;529;262;204;33;0;125;237;;0;0;0;-0.037;;-33;5;-28;0
13;Giannis Antetokounmpo;PF;25;MIL;63;1917;319;.613;.237;.508;77;348;221;342;15;30;132;375;;61;50;111;.279;;74;41;115;66
14;Kostas Antetokounmpo;PF;22;LAL;5;20;163;.902;.000;.667;111;54;82;137;0;0;205;103;;1;0;1;.193;;2;-9;-7;0
15;Thanasis Antetokounmpo;SF;27;MIL;20;129;122;.496;.208;.354;98;87;92;163;25;14;178;216;;-1;2;2;.070;;-46;14;-32;0
16;Carmelo Anthony;PF;35;POR;58;1902;124;.525;.289;.206;40;161;101;64;12;12;105;212;;4;9;13;.033;;-18;-18;-36;-8
17;OG Anunoby;SF;22;TOR;69;2066;132;.600;.403;.180;42;142;93;75;22;21;115;143;;21;37;57;.134;;-8;19;12;17
18;Ryan Arcidiacono;PG;25;CHI;58;930;90;.551;.627;.173;23;112;65;143;14;3;135;125;;7;7;14;.071;;-27;-1;-28;-2
19;Trevor Ariza;SF;34;TOT;53;1493;110;.593;.639;.228;25;157;90;80;22;9;136;118;;13;12;25;.081;;-14;9;-5;5
19;Trevor Ariza;SF;34;SAC;32;791;94;.543;.739;.164;29;182;104;83;21;8;137;112;;3;8;11;.066;;-19;13;-7;3
19;Trevor Ariza;SF;34;POR;21;702;128;.643;.535;.296;20;128;74;76;23;10;135;125;;10;4;14;.098;;-9;4;-4;3
20;D.J. Augustin;PG;32;ORL;57;1420;140;.554;.436;.393;16;78;46;268;12;1;137;191;;20;9;29;.098;;-3;-13;-16;2
21;Deandre Ayton;C;21;PHO;38;1236;200;.568;.023;.157;130;263;196;97;10;41;116;237;;15;16;31;.121;;8;-4;4;7
22;Dwayne Bacon;SG;24;CHO;39;687;61;.419;.275;.217;23;140;79;117;17;3;122;195;;-12;4;-8;-0.053;;-59;-9;-68;-8
23;Marvin Bagley III;C;20;SAC;13;334;156;.512;.132;.186;95;235;163;49;9;34;91;258;;0;3;4;.051;;-22;-13;-35;-1
24;Lonzo Ball;PG;22;NOP;63;2025;131;.517;.575;.111;37;164;100;291;20;16;211;185;;4;20;24;.058;;1;6;6;13
25;Mo Bamba;C;21;ORL;62;878;175;.542;.374;.161;119;256;185;72;13;88;121;171;;8;17;25;.135;;-12;16;4;5
26;J.J. Barea;PG;35;DAL;29;450;146;.512;.411;.106;24;99;62;371;5;4;149;242;;5;2;7;.072;;16;-30;-14;1
27;Harrison Barnes;PF;27;SAC;72;2482;133;.574;.338;.337;34;129;81;92;8;5;88;174;;34;11;46;.088;;0;-13;-13;5
28;RJ Barrett;SG;19;NYK;56;1704;107;.479;.271;.349;30;148;87;128;16;9;129;240;;-16;11;-5;-0.015;;-29;-15;-43;-10
29;Will Barton;SF;29;DEN;58;1916;156;.549;.390;.180;45;169;107;160;16;14;99;201;;24;18;42;.106;;12;-2;11;15
30;Keita Bates-Diop;PF-SF;24;TOT;44;744;124;.539;.440;.321;35;151;91;58;12;27;60;158;;6;6;12;.078;;-10;-4;-14;1
30;Keita Bates-Diop;PF;24;MIN;37;646;125;.535;.456;.316;33;151;90;67;12;26;56;158;;6;5;10;.077;;-8;-1;-9;2
30;Keita Bates-Diop;SF;24;DEN;7;98;121;.571;.321;.357;46;148;97;0;10;38;85;157;;1;1;2;.084;;-22;-27;-49;-1
31;Nicolas Batum;SF;31;CHO;22;505;92;.463;.605;.123;52;168;108;183;17;15;205;94;;2;4;6;.055;;-28;9;-19;0
32;Aron Baynes;C;33;PHO;42;934;152;.581;.441;.197;83;200;141;109;5;21;108;211;;13;8;21;.107;;-2;-8;-10;2
33;Kent Bazemore;SF;30;TOT;68;1688;93;.499;.457;.275;17;171;94;74;21;21;132;175;;-9;15;6;.017;;-34;3;-31;-5
33;Kent Bazemore;SF;30;POR;43;1111;75;.475;.525;.221;12;148;81;71;19;24;144;159;;-10;8;-2;-0.008;;-36;4;-32;-3
33;Kent Bazemore;SF;30;SAC;25;577;126;.533;.351;.361;27;216;119;80;24;15;114;204;;1;7;8;.065;;-30;3;-28;-1
34;Darius Bazley;PF;19;OKC;61;1130;96;.497;.445;.196;30;205;120;51;10;31;116;151;;-5;15;10;.041;;-21;5;-16;1
35;Bradley Beal;SG;26;WAS;57;2053;232;.579;.369;.351;27;105;64;295;16;10;114;344;;45;6;51;.118;;53;-24;29;25
36;Malik Beasley;SG;23;TOT;55;1209;127;.546;.517;.124;16;119;67;94;16;6;92;218;;4;8;12;.049;;-7;-14;-21;0
36;Malik Beasley;SG;23;DEN;41;746;105;.511;.535;.126;14;102;58;91;21;7;102;206;;-2;6;5;.030;;-22;-7;-29;-2
36;Malik Beasley;SG;23;MIN;14;463;162;.591;.494;.120;20;147;81;98;9;4;79;237;;5;2;8;.079;;17;-24;-7;2
37;Marco Belinelli;SG;33;SAS;57;883;108;.532;.567;.185;9;112;60;107;6;1;53;175;;7;2;8;.046;;-7;-20;-27;-2
38;Jordan Bell;C;25;TOT;29;256;139;.577;.179;.463;120;218;167;89;5;32;207;164;;2;2;4;.070;;-14;-11;-25;0
38;Jordan Bell;C;25;MIN;27;235;141;.570;.150;.483;121;233;175;86;4;35;198;159;;2;2;4;.072;;-15;-11;-26;0
38;Jordan Bell;C;25;MEM;2;21;126;.635;.429;.286;102;49;75;129;22;0;276;216;;0;0;0;.047;;-5;-10;-15;0
39;DeAndre' Bembry;SG;25;ATL;43;915;96;.500;.285;.211;40;141;89;123;28;17;194;140;;-5;8;2;.012;;-35;11;-25;-1
40;Dragan Bender;PF-C;22;TOT;16;286;109;.545;.467;.152;59;211;135;144;7;28;176;177;;0;3;3;.052;;-30;1;-30;-1
40;Dragan Bender;C;22;MIL;7;91;84;.582;.429;.143;0;205;109;125;0;48;183;124;;0;2;2;.105;;-44;30;-14;0
40;Dragan Bender;PF;22;GSW;9;195;121;.534;.479;.155;86;213;147;152;10;18;174;201;;0;1;1;.027;;-24;-12;-37;-1
41;Dāvis Bertāns;PF;27;WAS;54;1583;155;.628;.774;.200;23;151;85;84;11;18;82;190;;30;5;35;.107;;27;-18;9;11
42;Patrick Beverley;PG;31;LAC;51;1342;125;.560;.604;.138;45;158;103;182;19;16;154;133;;16;20;36;.128;;-3;25;22;14
43;Khem Birch;C;27;ORL;48;922;117;.566;.007;.706;103;156;129;73;11;23;142;102;;12;9;22;.112;;-25;2;-24;-1
44;Goga Bitadze;C;20;IND;54;471;121;.523;.280;.220;59;187;123;67;10;69;145;179;;-1;8;7;.067;;-41;18;-23;0
45;Bismack Biyombo;C;27;CHO;53;1029;161;.570;.000;.543;123;207;163;78;5;44;122;168;;15;9;24;.113;;-18;-7;-25;-1
46;Nemanja Bjelica;PF;31;SAC;72;2011;157;.602;.490;.129;61;199;128;147;15;19;125;170;;34;19;53;.127;;12;5;17;19
47;Eric Bledsoe;PG;30;MIL;61;1646;176;.571;.306;.304;28;135;85;287;16;14;157;237;;24;30;54;.157;;8;11;18;16
48;Bogdan Bogdanović;SG;27;SAC;61;1766;151;.565;.576;.151;16;118;66;180;18;8;111;226;;18;13;31;.084;;12;-5;6;12
49;Bojan Bogdanović;SF;30;UTA;63;2083;156;.603;.489;.296;21;112;68;100;8;3;131;255;;26;16;42;.096;;16;-15;1;11
50;Bol Bol;PF;20;DEN;7;87;144;.617;.321;.357;64;180;122;98;11;64;236;212;;0;1;1;.063;;-21;-7;-29;0
51;Jonah Bolden;C;24;TOT;7;47;49;.392;.364;.364;70;143;106;0;30;37;136;134;;-1;1;0;-0.006;;-87;-1;-88;-1
51;Jonah Bolden;C;24;PHI;4;14;-20;.515;.333;.667;0;79;39;0;35;0;340;181;;-1;0;0;-0.150;;-139;-7;-145;0
51;Jonah Bolden;C;24;PHO;3;33;79;.338;.375;.250;100;170;135;0;29;53;0;114;;0;1;0;.054;;-65;2;-63;0
52;Marques Bolden;C;21;CLE;1;3;198;;;;0;747;370;0;162;0;;0;;0;0;0;.282;;-59;113;54;0
53;Jordan Bone;PG;22;DET;10;53;8;.300;.500;.000;0;87;43;210;9;0;91;181;;-1;0;-1;-0.117;;-91;-28;-119;-1
54;Isaac Bonga;SF;20;WAS;66;1250;102;.608;.303;.363;60;138;97;79;17;15;176;110;;12;6;18;.068;;-27;-1;-28;-3
55;Devin Booker;SG;23;PHO;70;2512;206;.618;.310;.397;13;120;66;300;9;6;149;300;;60;15;75;.143;;34;-13;22;26
56;Chris Boucher;C;27;TOR;62;819;207;.587;.395;.388;141;214;179;48;13;73;74;197;;21;18;38;.224;;10;10;20;8
57;Brian Bowen;SF;21;IND;6;31;1;.300;.200;.000;36;210;124;0;0;28;91;156;;-1;0;-1;-0.107;;-91;-16;-107;-1
58;Ky Bowman;PG;22;GSW;45;1015;91;.494;.333;.128;25;107;65;194;21;9;171;172;;-6;6;-1;-0.003;;-40;-3;-43;-6
59;Avery Bradley;SG;29;LAL;49;1186;89;.537;.452;.063;17;89;53;72;17;4;107;157;;2;14;15;.062;;-30;5;-25;-2
60;Tony Bradley;C;22;UTA;58;663;217;.681;.016;.243;191;250;222;54;10;41;125;158;;22;11;33;.236;;10;3;13;6
61;Jarrell Brantley;PF;23;UTA;9;96;80;.416;.464;.071;24;199;115;158;15;43;195;163;;-2;1;0;-0.006;;-53;7;-46;-1
62;Ignas Brazdeikis;SF;21;NYK;9;53;32;.351;.409;.227;39;62;50;106;0;18;76;210;;-1;0;-1;-0.108;;-51;-39;-90;-1
63;Corey Brewer;PF;33;SAC;5;33;87;.470;.250;.750;67;210;136;77;59;0;273;96;;0;1;0;.064;;-69;38;-31;0
64;Mikal Bridges;SF;23;PHO;73;2042;129;.620;.401;.252;35;124;79;86;24;20;120;127;;25;23;48;.113;;-6;15;8;15
65;Miles Bridges;SF;21;CHO;65;1995;121;.520;.398;.174;46;156;99;94;10;22;105;200;;3;13;16;.039;;-15;-10;-25;-3
66;Oshae Brissett;SF;21;TOR;19;135;67;.458;.417;.278;72;130;102;70;14;7;148;150;;-1;2;1;.043;;-58;4;-54;-1
67;Ryan Broekhoff;SF;29;DAL;17;180;131;.568;.864;.136;30;219;125;83;13;19;88;163;;2;2;4;.109;;4;3;7;1
68;Malcolm Brogdon;PG;27;IND;54;1666;177;.541;.309;.250;31;141;86;338;10;5;137;252;;23;17;40;.114;;23;-5;18;16
69;Dillon Brooks;SG;24;MEM;73;2112;113;.510;.385;.190;35;86;61;105;14;11;97;252;;-4;16;12;.027;;-26;-14;-41;-11
70;Bruce Brown;PG;23;DET;58;1634;119;.518;.215;.266;42;150;95;204;19;15;167;160;;7;14;21;.062;;-20;8;-12;3
71;Charlie Brown;SG;22;ATL;10;40;110;.472;.474;.263;53;55;54;73;23;42;124;251;;0;0;0;-0.028;;-11;-14;-25;0
72;Jaylen Brown;SG;23;BOS;57;1934;169;.583;.381;.274;35;165;101;97;16;10;112;247;;23;26;49;.123;;10;-2;8;14
73;Moses Brown;C;20;POR;9;33;67;.407;.000;.800;96;345;222;40;14;26;182;212;;-1;0;0;-0.065;;-82;-18;-100;-1
74;Sterling Brown;SF;24;MIL;52;767;95;.486;.531;.156;43;185;118;86;17;8;133;170;;-4;15;11;.070;;-30;10;-20;0
75;Troy Brown Jr.;SF;20;WAS;69;1782;137;.524;.288;.223;45;196;117;141;22;3;104;178;;13;12;24;.065;;-8;-4;-13;3
76;Jalen Brunson;PG;23;DAL;57;1022;149;.553;.309;.193;23;113;69;270;10;3;136;204;;16;6;21;.101;;1;-10;-9;3
77;Thomas Bryant;C;22;WAS;46;1147;211;.649;.218;.278;90;231;158;111;10;37;102;189;;31;8;39;.164;;29;-7;22;12
78;Reggie Bullock;SG;28;NYK;29;684;93;.502;.496;.094;20;88;53;88;18;4;75;156;;2;3;5;.036;;-28;-3;-30;-2
79;Trey Burke;PG;27;TOT;33;520;156;.548;.359;.139;34;70;52;237;15;3;87;200;;10;4;13;.123;;8;-10;-2;2
79;Trey Burke;PG;27;PHI;25;329;154;.545;.299;.142;50;67;59;239;10;3;82;192;;6;2;9;.127;;7;-12;-5;1
79;Trey Burke;PG;27;DAL;8;191;160;.553;.451;.134;6;76;41;232;23;4;94;214;;3;2;5;.117;;10;-8;2;1
80;Alec Burks;SF-SG;28;TOT;66;1754;167;.561;.392;.345;29;149;87;172;17;9;93;238;;25;12;37;.101;;12;-7;5;11
80;Alec Burks;SF;28;GSW;48;1390;161;.552;.373;.373;28;153;88;174;17;11;98;238;;16;9;25;.085;;7;-6;1;7
80;Alec Burks;SG;28;PHI;18;364;190;.594;.461;.246;33;137;85;163;16;0;75;237;;9;4;12;.161;;31;-11;20;4
81;Deonte Burton;SF;26;OKC;39;356;43;.396;.424;.112;22;151;88;68;10;24;127;185;;-9;4;-5;-0.067;;-63;-5;-68;-4
82;Jimmy Butler;SF;30;MIA;58;1959;236;.585;.157;.693;63;154;110;281;26;16;114;251;;63;27;90;.221;;40;15;54;37
83;Bruno Caboclo;C;24;TOT;30;244;141;.484;.371;.101;100;158;129;68;29;61;123;180;;0;4;4;.076;;-30;9;-21;0
83;Bruno Caboclo;C;24;MEM;22;192;119;.441;.362;.043;95;145;121;71;24;55;91;168;;-1;3;2;.053;;-34;7;-27;0
83;Bruno Caboclo;C;24;HOU;8;52;221;.618;.400;.300;120;203;161;59;44;82;209;228;;0;1;2;.162;;-14;16;2;0
84;Devontae Cacok;C;23;LAL;1;9;286;.500;.000;.000;246;361;304;203;0;0;0;281;;0;0;0;.226;;48;-46;2;0
85;Kentavious Caldwell-Pope;SG;26;LAL;69;1762;110;.584;.471;.201;24;64;44;85;15;7;101;147;;19;19;37;.102;;-12;4;-8;5
86;Vlatko Čančar;PF;22;DEN;14;45;114;.507;.400;.267;125;124;124;91;11;21;152;191;;0;0;1;.062;;-34;-12;-46;0
87;Clint Capela;C;25;HOU;39;1279;206;.626;.000;.268;136;305;220;57;12;48;127;161;;28;21;49;.184;;10;4;14;11
88;DeMarre Carroll;SF-C;33;TOT;24;290;91;.515;.500;.636;44;158;101;112;13;15;168;148;;0;2;3;.045;;-31;-7;-39;-1
88;DeMarre Carroll;SF;33;SAS;15;135;49;.437;.448;.690;56;192;124;101;7;13;209;153;;-2;1;-1;-0.036;;-59;-11;-70;-2
88;DeMarre Carroll;C;33;HOU;9;155;128;.578;.541;.595;33;130;81;122;18;17;130;143;;2;2;4;.114;;-7;-4;-11;0
89;Jevon Carter;PG;24;PHO;58;945;113;.563;.601;.111;35;105;69;119;24;16;112;129;;8;10;18;.093;;-7;13;6;6
90;Vince Carter;PF;43;ATL;60;876;75;.470;.664;.095;22;132;76;77;12;24;94;166;;-6;4;-2;-0.011;;-31;-12;-43;-5
91;Wendell Carter Jr.;C;20;CHI;43;1256;155;.590;.085;.443;116;246;178;60;13;27;149;164;;17;16;33;.127;;-21;-3;-24;-1
92;Michael Carter-Williams;SG;28;ORL;45;833;153;.535;.288;.365;58;135;95;191;29;24;147;183;;7;12;19;.111;;-15;16;1;5
93;Alex Caruso;PG;25;LAL;64;1175;108;.525;.412;.323;16;98;57;136;28;14;138;138;;5;18;23;.095;;-26;24;-2;5
94;Willie Cauley-Stein;C;26;TOT;54;1097;170;.589;.003;.219;80;233;155;99;21;50;108;144;;15;15;29;.128;;-12;17;5;7
94;Willie Cauley-Stein;C;26;GSW;41;940;162;.573;.000;.222;79;220;147;99;23;48;110;144;;10;12;22;.113;;-16;16;0;5
94;Willie Cauley-Stein;C;26;DAL;13;157;222;.684;.022;.200;88;310;201;96;12;60;93;147;;5;3;7;.222;;9;22;31;2
95;Tyson Chandler;C;37;HOU;26;219;108;.717;.000;.722;118;198;158;35;13;31;252;60;;3;3;6;.131;;-26;11;-15;0
96;Wilson Chandler;PF;32;BRK;35;734;74;.531;.661;.126;16;185;102;73;10;14;150;129;;-1;9;7;.046;;-38;10;-27;-1
97;Joe Chealey;PG;24;CHO;4;33;-29;.127;.571;.286;0;0;0;39;61;0;202;132;;-2;0;-1;-0.188;;-143;17;-125;-1
98;Zylan Cheatham;PF;24;NOP;4;51;67;.667;.111;.000;62;125;94;77;9;16;308;104;;0;0;0;.034;;-65;-6;-71;-1
99;Chris Chiozza;PG;24;TOT;28;401;120;.499;.514;.036;24;116;69;294;25;9;184;181;;0;4;5;.055;;-16;5;-12;1
99;Chris Chiozza;PG;24;WAS;10;123;92;.397;.471;.000;0;139;67;292;38;14;209;145;;-1;1;0;-0.001;;-36;22;-15;0
99;Chris Chiozza;PG;24;BRK;18;278;132;.531;.528;.047;34;106;71;295;19;6;175;197;;2;3;5;.080;;-8;-3;-11;1
100;Marquese Chriss;PF;22;GSW;59;1196;195;.604;.101;.405;100;236;165;153;16;47;147;190;;21;13;34;.136;;0;6;6;8
101;Gary Clark;SF-PF;25;TOT;42;567;107;.568;.835;.075;68;140;103;41;5;34;68;110;;7;5;12;.100;;-9;-10;-19;0
101;Gary Clark;PF;25;HOU;18;212;118;.564;.864;.119;54;145;99;77;4;28;31;125;;4;2;5;.123;;3;-9;-6;1
101;Gary Clark;SF;25;ORL;24;355;101;.571;.811;.041;76;138;106;19;5;38;96;101;;3;3;6;.087;;-17;-10;-27;-1
102;Brandon Clarke;PF;23;MEM;58;1300;209;.663;.134;.234;76;201;140;95;11;32;94;187;;34;16;50;.183;;24;7;31;17
103;Jordan Clarkson;SG;27;TOT;71;1705;173;.574;.476;.190;33;87;61;132;13;8;94;263;;24;10;34;.096;;24;-13;11;13
103;Jordan Clarkson;SG;27;CLE;29;666;186;.581;.488;.264;35;81;58;170;12;10;97;259;;14;1;15;.107;;41;-14;27;8
103;Jordan Clarkson;SG;27;UTA;42;1039;165;.569;.470;.146;32;91;63;108;14;6;92;267;;10;9;19;.089;;13;-12;1;5
104;Nicolas Claxton;C;20;BRK;15;187;148;.577;.146;.438;107;136;122;124;3;36;136;148;;3;2;5;.121;;-7;0;-6;1
105;Chris Clemons;SG;22;HOU;33;291;131;.548;.754;.077;14;94;54;143;14;18;115;236;;1;2;4;.058;;3;-13;-10;1
106;Antonius Cleveland;SG;25;DAL;11;46;25;.340;.214;.357;46;113;80;28;11;56;110;169;;-1;0;-1;-0.076;;-90;-10;-101;-1
107;Amir Coffey;SG;22;LAC;18;159;85;.493;.352;.204;27;76;52;123;15;11;120;176;;0;2;1;.041;;-42;1;-41;-1
108;John Collins;PF;22;ATL;41;1363;235;.659;.243;.248;90;240;164;76;11;41;101;227;;38;12;49;.174;;37;-6;31;17
109;Zach Collins;PF;22;POR;11;290;99;.538;.279;.118;91;157;124;72;8;15;164;125;;2;1;3;.052;;-17;-14;-31;-1
110;Mike Conley;PG;32;UTA;47;1363;141;.537;.451;.245;28;92;61;231;13;3;128;231;;14;11;25;.089;;7;-4;3;8
111;Pat Connaughton;SG;27;MIL;67;1243;115;.565;.551;.133;51;168;113;109;9;22;140;123;;11;23;34;.130;;-9;15;6;8
112;Quinn Cook;PG;26;LAL;44;508;100;.509;.397;.065;24;85;55;138;11;4;130;210;;-2;5;3;.030;;-23;-14;-38;-2
113;Tyler Cook;PF-SF;22;TOT;13;54;194;.741;.000;.667;123;166;144;29;27;0;162;147;;2;0;2;.182;;3;-7;-4;0
113;Tyler Cook;PF;22;CLE;11;35;239;.752;.000;.600;126;192;159;45;14;0;73;167;;2;0;2;.244;;29;-6;23;0
113;Tyler Cook;SF;22;DEN;2;19;113;.694;.000;1.000;118;118;118;0;52;0;410;112;;0;0;0;.069;;-45;-9;-54;0
114;Robert Covington;PF-C;29;TOT;70;2137;133;.559;.664;.172;30;202;114;59;25;37;117;170;;7;30;37;.083;;-12;13;0;11
114;Robert Covington;PF;29;MIN;48;1411;135;.572;.629;.190;26;195;107;59;26;26;120;178;;5;18;23;.078;;-12;12;0;7
114;Robert Covington;C;29;HOU;22;726;131;.531;.740;.132;39;217;127;61;22;57;111;154;;2;12;14;.094;;-12;13;1;4
115;Allen Crabbe;SG-SF;27;TOT;37;653;60;.470;.672;.079;18;110;63;68;11;5;85;127;;-2;2;-1;-0.007;;-38;-15;-53;-5
115;Allen Crabbe;SG;27;ATL;28;522;72;.482;.650;.084;20;115;67;73;13;6;75;127;;-1;1;1;.009;;-31;-11;-41;-3
115;Allen Crabbe;SF;27;MIN;9;131;11;.416;.765;.059;8;92;48;51;0;0;125;125;;-2;0;-2;-0.068;;-67;-32;-99;-3
116;Torrey Craig;SF;29;DEN;58;1072;108;.553;.513;.134;66;132;99;59;11;31;81;126;;11;9;20;.091;;-20;-3;-23;-1
117;Jamal Crawford;SG;39;BRK;1;6;332;.625;.500;.000;0;0;0;1000;0;0;0;279;;1;0;1;.492;;124;26;150;0
118;Jae Crowder;SF-PF;29;TOT;65;1875;125;.553;.700;.222;30;185;110;115;18;12;100;155;;16;22;38;.098;;-5;4;-1;9
118;Jae Crowder;SF;29;MEM;45;1322;110;.507;.667;.238;32;185;110;122;17;9;109;156;;5;14;19;.069;;-14;2;-12;3
118;Jae Crowder;PF;29;MIA;20;553;163;.669;.780;.183;25;185;108;97;22;18;78;153;;12;8;19;.169;;17;8;25;6
119;Jarrett Culver;SG;20;MIN;63;1506;96;.467;.388;.206;47;103;74;108;18;21;115;192;;-12;11;-1;-0.004;;-33;-7;-40;-8
120;Seth Curry;SG;29;DAL;64;1576;155;.643;.559;.169;18;78;48;116;12;5;91;184;;35;8;43;.130;;17;-9;8;12
121;Stephen Curry;PG;31;GSW;5;139;217;.557;.598;.317;30;178;101;423;17;13;146;336;;2;1;3;.103;;45;-6;39;2
122;Troy Daniels;SG;28;TOT;47;532;84;.518;.710;.086;25;82;54;43;10;5;59;163;;1;5;6;.056;;-17;-12;-29;-1
122;Troy Daniels;SG;28;LAL;41;456;90;.527;.709;.101;29;81;55;41;8;6;52;161;;2;4;7;.069;;-12;-11;-22;0
122;Troy Daniels;SG;28;DEN;6;76;53;.464;.714;.000;0;88;44;54;20;0;97;177;;-1;1;0;-0.025;;-48;-24;-72;-1
123;Anthony Davis;PF;26;LAL;62;2131;274;.610;.199;.479;74;221;148;151;20;60;104;293;;67;44;111;.250;;54;26;80;54
124;Ed Davis;C;30;UTA;28;303;95;.489;.000;.304;132;246;191;52;18;25;200;94;;2;5;6;.102;;-46;15;-32;-1
125;Terence Davis;SG;22;TOR;72;1209;138;.588;.555;.135;45;160;103;142;15;11;141;190;;12;19;31;.122;;1;7;8;8
126;Dewayne Dedmon;C;30;TOT;44;774;94;.473;.420;.141;85;276;178;40;15;48;174;181;;-10;10;1;.005;;-58;0;-58;-7
126;Dewayne Dedmon;C;30;SAC;34;541;85;.477;.415;.164;93;258;174;39;13;46;204;185;;-8;7;-1;-0.007;;-63;-1;-64;-6
126;Dewayne Dedmon;C;30;ATL;10;233;114;.463;.429;.095;64;318;189;43;20;54;103;174;;-2;3;2;.032;;-46;1;-45;-1
127;Matthew Dellavedova;PG;29;CLE;57;821;81;.463;.520;.211;24;78;51;290;12;2;236;130;;1;1;2;.011;;-36;-16;-52;-7
128;DeMar DeRozan;SF;30;SAS;68;2316;216;.603;.033;.430;20;154;87;261;14;8;116;263;;59;13;73;.151;;23;-4;19;23
129;Cheick Diallo;C;23;PHO;47;479;165;.688;.021;.275;69;237;152;69;11;22;167;170;;8;5;13;.132;;-11;-2;-13;1
130;Hamidou Diallo;SF;21;OKC;46;896;93;.491;.193;.213;56;147;103;59;20;9;136;184;;-7;11;4;.022;;-42;3;-39;-4
131;Gorgui Dieng;C;30;TOT;63;1096;171;.568;.418;.277;85;258;170;97;22;45;128;176;;13;17;29;.129;;-2;18;15;10
131;Gorgui Dieng;C;30;MIN;46;778;178;.563;.433;.213;95;258;174;111;22;45;127;184;;9;11;21;.129;;3;15;18;7
131;Gorgui Dieng;C;30;MEM;17;318;155;.583;.368;.483;61;260;162;63;21;47;132;159;;3;6;9;.130;;-15;25;10;2
132;Spencer Dinwiddie;PG;26;BRK;64;1994;178;.541;.392;.437;17;96;57;350;9;9;125;292;;32;16;48;.116;;27;-8;18;19
133;Donte DiVincenzo;SG;23;MIL;66;1520;141;.557;.484;.169;46;155;103;136;26;12;141;173;;10;32;43;.135;;-11;24;13;13
134;Luka Dončić;PG;20;DAL;61;2047;276;.585;.431;.448;41;250;147;457;15;6;148;368;;65;23;88;.207;;74;10;84;54
135;Luguentz Dort;SF;20;OKC;36;820;76;.506;.463;.243;33;75;55;46;18;4;84;141;;1;8;8;.049;;-41;4;-37;-4
136;Damyean Dotson;SG;25;NYK;48;836;109;.527;.562;.114;12;106;58;100;13;5;65;165;;6;4;9;.053;;-9;-5;-15;1
137;Sekou Doumbouya;PF;19;DET;38;754;62;.474;.415;.195;30;149;89;36;13;9;120;169;;-8;5;-3;-0.020;;-53;-14;-67;-9
138;PJ Dozier;SG;23;DEN;29;412;116;.495;.312;.185;27;122;75;216;17;13;137;208;;0;4;4;.044;;-26;-13;-39;-2
139;Goran Dragić;PG;33;MIA;59;1663;163;.573;.467;.340;20;102;63;292;12;6;148;259;;22;13;35;.102;;14;-16;-1;8
140;Andre Drummond;C;26;TOT;57;1879;220;.553;.045;.375;149;375;260;136;28;42;182;259;;6;36;42;.108;;-1;11;9;14
140;Andre Drummond;C;26;DET;49;1654;221;.550;.031;.376;153;382;266;140;29;42;180;255;;7;33;40;.116;;0;12;11;13
140;Andre Drummond;C;26;CLE;8;225;211;.573;.133;.371;117;324;220;108;26;42;192;287;;-1;3;3;.053;;-9;4;-4;1
141;Jared Dudley;PF;34;LAL;45;364;78;.558;.700;.033;18;137;78;95;20;7;116;80;;3;5;8;.102;;-28;20;-8;1
142;Kris Dunn;PG;25;CHI;51;1269;121;.510;.327;.158;19;149;81;194;38;13;157;146;;3;20;23;.085;;-37;31;-6;4
143;Carsen Edwards;SG;21;BOS;37;351;69;.444;.594;.148;19;124;72;93;17;11;99;184;;-3;4;1;.014;;-44;-2;-46;-2
144;Henry Ellenson;C;23;BRK;5;15;-13;.143;.571;.000;141;270;207;87;0;0;0;195;;-1;0;-1;-0.183;;-78;-31;-109;0
