Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
442;Dennis Schröder;SG;26;OKC;65;2;1999;82;174;.469;23;59;.385;59;115;.513;36;43;.839;3;39;43;47;8;3;30;26;221
443;Mike Scott;PF;31;PHI;68;11;1207;44;104;.426;24;65;.369;21;40;.519;9;11;.811;19;55;74;17;6;1;8;29;122
444;Thabo Sefolosha;PF;35;HOU;41;0;436;31;75;.407;12;45;.278;18;31;.595;2;7;.375;17;59;77;21;20;10;12;36;76
445;Collin Sexton;PG;21;CLE;65;65;2143;86;182;.472;16;43;.380;70;140;.501;38;45;.846;10;24;34;32;11;1;27;24;227
446;Landry Shamet;SG;22;LAC;53;30;1452;39;97;.404;28;73;.375;12;24;.495;16;19;.855;1;23;25;25;5;2;10;35;122
447;Marial Shayok;SG;24;PHI;4;0;28;39;154;.250;26;77;.333;13;77;.167;39;51;.750;13;77;90;13;0;13;39;51;141
448;Iman Shumpert;SF;29;BRK;13;0;241;31;96;.328;12;49;.242;19;46;.419;6;10;.571;13;37;51;18;18;3;15;31;81
449;Pascal Siakam;PF;25;TOR;60;60;2110;85;188;.453;22;62;.359;63;126;.499;41;52;.792;11;64;75;35;10;9;25;29;234
450;Chris Silva;PF;23;MIA;44;0;346;50;81;.615;0;3;.000;50;78;.640;38;57;.673;62;69;131;24;9;22;33;88;138
451;Ben Simmons;PG;23;PHI;57;57;2017;67;115;.580;0;1;.286;67;114;.583;33;53;.621;20;59;79;81;21;6;36;33;167
452;Anfernee Simons;SG;20;POR;70;4;1449;53;133;.399;19;56;.332;35;77;.448;19;23;.826;6;32;38;24;6;2;15;34;144
453;Alen Smailagić;C;19;GSW;14;0;139;52;104;.500;8;34;.231;44;70;.630;41;49;.842;26;44;70;34;8;10;28;36;153
454;Marcus Smart;SG;25;BOS;60;40;1919;48;128;.375;26;74;.347;22;54;.415;24;29;.836;8;34;42;55;19;5;19;30;146
455;Dennis Smith Jr.;PG;22;NYK;34;3;537;48;141;.341;11;36;.296;38;105;.357;18;36;.509;14;38;52;66;19;5;39;44;125
456;Ish Smith;PG;31;WAS;68;23;1787;62;139;.447;12;34;.367;50;105;.473;12;17;.721;6;38;44;67;12;6;19;21;149
457;J.R. Smith;SG;34;LAL;6;0;79;32;100;.318;5;50;.091;27;50;.545;9;9;1.000;0;23;23;14;5;0;18;23;77
458;Zhaire Smith;SF;20;PHI;7;0;32;34;124;.273;0;34;.000;34;90;.375;23;45;.500;0;23;23;23;34;0;23;45;90
459;Tony Snell;SF;28;DET;59;57;1641;37;84;.445;22;56;.402;15;28;.531;7;7;1.000;2;22;24;28;7;3;7;22;104
460;Omari Spellman;C;22;GSW;49;3;886;52;120;.431;17;45;.391;34;75;.454;30;37;.793;31;58;89;19;13;10;22;26;150
461;Max Strus;SF;23;CHI;2;0;6;120;180;.667;0;60;.000;120;120;1.000;60;60;1.000;60;0;60;0;0;0;0;60;300
462;Edmond Sumner;SG;24;IND;31;3;447;49;114;.430;11;43;.264;38;72;.528;13;23;.552;9;28;37;44;12;7;18;35;122
463;Caleb Swanigan;PF-C;22;TOT;27;1;288;35;59;.596;0;2;.000;35;56;.622;11;21;.529;34;91;125;39;4;9;46;77;81
463;Caleb Swanigan;C;22;SAC;7;0;23;31;63;.500;0;0;;31;63;.500;16;31;.500;31;78;110;31;16;31;94;125;78
463;Caleb Swanigan;PF;22;POR;20;1;265;35;58;.605;0;3;.000;35;56;.634;11;20;.533;34;92;126;39;3;7;42;73;82
464;Jayson Tatum;PF;21;BOS;66;66;2265;88;195;.450;30;75;.403;58;120;.480;40;50;.812;10;63;73;32;15;9;25;22;246
465;Jeff Teague;PG;31;TOT;59;17;1464;52;120;.436;11;29;.368;42;91;.457;42;48;.873;7;28;35;76;11;5;29;26;158
465;Jeff Teague;PG;31;MIN;34;13;945;55;123;.448;13;33;.379;43;90;.473;48;55;.868;6;28;34;79;10;5;29;27;171
465;Jeff Teague;PG;31;ATL;25;4;519;47;114;.412;7;21;.333;40;94;.430;33;37;.887;8;29;37;69;13;4;28;25;134
466;Garrett Temple;SG;33;BRK;62;35;1730;46;122;.378;26;80;.329;20;42;.473;15;18;.805;6;39;45;32;10;6;13;22;133
467;Daniel Theis;C;27;BOS;65;64;1566;55;98;.566;7;22;.333;48;76;.633;20;26;.763;32;66;98;26;9;19;12;50;138
468;Isaiah Thomas;PG;30;WAS;40;37;925;68;166;.408;30;74;.413;37;92;.405;24;30;.816;4;22;26;57;5;2;30;30;190
469;Khyri Thomas;SG;23;DET;8;0;61;30;100;.294;30;83;.357;0;18;.000;12;24;.500;6;0;6;18;18;0;18;53;100
470;Lance Thomas;PF;31;BRK;7;4;98;29;84;.348;15;48;.308;15;37;.400;15;15;1.000;7;40;48;22;0;0;22;40;88
471;Matt Thomas;SG;25;TOR;41;1;440;60;123;.487;38;81;.475;21;42;.510;7;10;.750;7;43;50;18;8;1;13;31;165
472;Tristan Thompson;PF;28;CLE;57;51;1721;60;118;.512;2;5;.391;58;113;.518;21;34;.615;47;73;121;25;7;10;22;26;143
473;Sindarius Thornwell;SF;25;NOP;2;0;35;62;113;.545;21;41;.500;41;72;.571;21;41;.500;0;41;41;41;10;10;21;21;165
474;Matisse Thybulle;SG;22;PHI;65;14;1287;31;74;.423;16;44;.357;16;30;.519;7;11;.610;12;18;30;22;26;13;14;39;85
475;Anthony Tolliver;PF;34;TOT;55;13;872;27;75;.357;20;60;.338;7;15;.432;9;12;.724;14;50;64;17;8;5;14;31;83
475;Anthony Tolliver;PF;34;POR;33;9;554;28;76;.368;19;58;.337;8;18;.464;8;12;.684;18;54;71;19;5;6;14;35;84
475;Anthony Tolliver;PF;34;SAC;9;0;82;13;75;.176;9;66;.133;4;9;.500;4;9;.500;9;40;48;13;18;4;18;26;40
475;Anthony Tolliver;PF;34;MEM;13;4;236;29;73;.396;26;63;.415;3;11;.286;11;12;.875;8;43;50;15;11;2;14;21;95
476;Juan Toscano-Anderson;SG;26;GSW;13;6;272;38;83;.460;11;30;.348;28;53;.525;4;7;.600;12;57;69;34;17;7;21;40;91
477;Karl-Anthony Towns;C;24;MIN;35;35;1187;96;189;.508;35;84;.412;61;105;.586;55;69;.796;29;86;115;46;10;13;33;35;281
478;Gary Trent Jr.;SF;21;POR;61;8;1332;53;119;.444;30;72;.418;23;47;.486;10;12;.822;7;20;27;16;13;4;6;24;146
479;Allonzo Trier;SG;24;NYK;24;1;291;63;131;.481;24;66;.358;40;66;.604;42;53;.791;7;28;36;35;4;5;27;36;192
480;P.J. Tucker;PF;34;HOU;72;72;2467;26;62;.415;16;44;.358;10;19;.551;6;7;.813;16;53;69;17;11;5;11;33;73
481;Rayjon Tucker;SG;22;UTA;20;0;161;45;96;.465;7;38;.176;38;58;.654;42;51;.826;7;38;45;11;2;2;18;22;139
482;Evan Turner;SG;31;ATL;19;0;251;36;96;.373;0;7;.000;36;89;.403;17;20;.857;11;43;55;55;13;11;37;29;89
483;Myles Turner;C;23;IND;62;62;1826;53;116;.457;17;49;.344;36;66;.540;25;33;.751;17;63;80;14;9;26;17;33;148
484;Jarrod Uthoff;PF;26;TOT;7;0;53;48;122;.389;20;61;.333;27;61;.444;14;14;1.000;14;27;41;0;7;0;0;14;129
484;Jarrod Uthoff;PF;26;MEM;4;0;14;26;180;.143;0;103;.000;26;77;.333;51;51;1.000;26;0;26;0;26;0;0;26;103
484;Jarrod Uthoff;PF;26;WAS;3;0;39;55;102;.545;28;46;.600;28;55;.500;0;0;;9;37;46;0;0;0;0;9;138
485;Jonas Valančiūnas;C;27;MEM;70;70;1845;84;144;.585;6;18;.352;78;126;.617;29;39;.740;42;112;154;26;6;15;25;36;204
486;Denzel Valentine;SF;26;CHI;36;5;488;72;175;.409;34;101;.336;38;74;.510;4;6;.750;7;48;55;32;19;4;19;38;181
487;Jarred Vanderbilt;PF;20;TOT;11;0;46;39;63;.625;0;8;.000;39;55;.714;16;16;1.000;23;47;70;16;23;8;55;47;94
487;Jarred Vanderbilt;PF;20;DEN;9;0;41;44;61;.714;0;0;;44;61;.714;0;0;;26;44;70;18;26;9;61;53;88
487;Jarred Vanderbilt;PF;20;MIN;2;0;5;0;72;.000;0;72;.000;0;0;;144;144;1.000;0;72;72;0;0;0;0;0;144
488;Fred VanVleet;SG;25;TOR;54;54;1928;60;144;.413;27;70;.390;32;75;.434;31;37;.848;3;35;38;67;19;3;23;25;178
489;Gabe Vincent;PG;23;MIA;9;0;83;35;160;.216;26;117;.222;9;43;.200;0;0;;0;22;22;26;22;0;4;26;95
490;Noah Vonleh;C;24;TOT;36;1;377;50;88;.565;3;14;.200;47;74;.636;24;31;.781;35;83;118;27;11;6;20;38;126
490;Noah Vonleh;C;24;MIN;29;1;347;49;89;.547;2;15;.143;47;75;.625;24;29;.821;35;85;120;27;11;6;20;37;123
490;Noah Vonleh;C;24;DEN;7;0;30;60;72;.833;12;12;1.000;48;60;.800;24;48;.500;36;60;96;24;0;0;24;48;156
491;Nikola Vučević;C;29;ORL;62;62;1998;89;186;.477;18;52;.339;71;134;.531;24;30;.784;25;96;121;40;10;8;16;24;219
492;Dean Wade;PF;23;CLE;12;0;71;46;66;.692;10;20;.500;35;46;.778;0;5;.000;15;81;96;10;10;20;15;41;101
493;Moritz Wagner;C;22;WAS;45;5;835;63;115;.545;11;34;.313;52;80;.645;34;41;.821;24;70;94;24;12;8;28;66;169
494;Dion Waiters;SG;28;TOT;10;0;207;71;172;.414;26;82;.319;45;90;.500;24;30;.824;3;38;42;35;7;10;28;37;193
494;Dion Waiters;SG;28;MIA;3;0;42;86;223;.385;69;146;.471;17;77;.222;0;9;.000;0;94;94;26;0;17;26;43;240
494;Dion Waiters;SG;28;LAL;7;0;165;68;159;.425;15;65;.233;52;94;.558;31;35;.875;4;24;28;37;9;9;28;35;181
495;Kemba Walker;PG;29;BOS;56;56;1742;78;184;.425;37;98;.381;41;86;.476;43;50;.864;7;37;45;55;10;6;24;19;237
496;Lonnie Walker;SG;21;SAS;61;12;988;55;130;.426;15;37;.406;40;93;.434;16;22;.721;8;42;51;25;12;5;16;28;142
497;Tyrone Wallace;SG;25;ATL;14;0;160;32;99;.318;2;34;.067;29;65;.448;25;38;.647;7;43;50;29;16;2;23;43;90
498;Derrick Walton;PG;24;TOT;26;1;248;26;57;.462;15;35;.417;12;22;.533;10;13;.778;3;20;23;39;10;0;7;30;77
498;Derrick Walton;PG;24;LAC;23;1;222;28;58;.472;15;34;.429;13;24;.533;11;15;.778;3;21;24;36;6;0;6;31;81
498;Derrick Walton;PG;24;DET;3;0;26;14;42;.333;14;42;.333;0;0;;0;0;;0;14;14;69;42;0;14;28;42
499;Brad Wanamaker;PG;30;BOS;71;1;1369;43;95;.448;10;27;.363;33;68;.481;33;36;.926;6;32;38;47;16;4;20;35;128
500;T.J. Warren;SF;26;IND;67;67;2202;87;163;.536;15;37;.403;72;126;.575;27;33;.819;11;35;46;16;13;6;14;31;217
501;P.J. Washington;PF;21;CHO;58;57;1759;55;121;.455;18;47;.374;37;73;.507;18;28;.647;12;53;65;25;10;9;19;32;145
502;Yuta Watanabe;SF;25;MEM;18;0;105;51;117;.441;10;27;.375;41;89;.462;10;27;.375;24;45;69;17;17;3;7;31;123
503;Tremont Waters;PG;22;BOS;11;1;119;42;148;.286;12;73;.167;30;76;.400;24;24;1.000;0;36;36;48;30;6;45;39;121
504;Paul Watson;SF;25;TOT;10;0;87;41;108;.385;17;50;.333;25;58;.429;29;37;.778;8;62;70;33;17;4;12;21;128
504;Paul Watson;SF;25;ATL;2;0;17;0;148;.000;0;64;.000;0;85;.000;0;0;;0;42;42;64;21;0;0;21;0
504;Paul Watson;SF;25;TOR;8;0;70;51;98;.526;21;46;.444;31;51;.600;36;46;.778;10;67;77;26;15;5;15;21;159
505;Quinndary Weatherspoon;SG;23;SAS;11;0;78;23;78;.294;5;23;.200;18;55;.333;5;9;.500;5;28;32;51;14;5;23;37;55
506;Russell Westbrook;PG;31;HOU;57;57;2049;106;225;.472;10;37;.258;96;188;.514;51;67;.763;18;62;79;70;16;4;45;35;273
507;Coby White;PG;19;CHI;65;1;1674;67;170;.394;29;81;.354;38;89;.430;22;28;.791;6;43;49;38;11;1;23;25;185
508;Derrick White;SG;25;SAS;68;20;1677;54;118;.458;17;46;.366;37;72;.518;39;45;.853;8;40;48;52;9;13;19;33;164
509;Hassan Whiteside;C;30;POR;67;61;2008;78;126;.621;1;1;.571;77;125;.622;29;43;.686;46;116;162;14;5;35;22;35;186
510;Andrew Wiggins;SF;24;TOT;54;54;1858;85;189;.447;22;65;.332;63;125;.506;37;52;.709;13;40;53;38;9;10;26;25;228
510;Andrew Wiggins;SF;24;MIN;42;42;1455;87;195;.444;23;68;.331;64;127;.505;37;51;.720;12;42;54;38;7;9;26;25;233
510;Andrew Wiggins;SF;24;GSW;12;12;403;77;168;.457;18;53;.339;59;115;.512;37;54;.672;16;33;49;38;14;15;22;23;208
511;Grant Williams;PF;21;BOS;69;5;1043;30;73;.412;8;33;.250;22;40;.548;13;19;.722;20;41;61;23;10;12;17;56;82
512;Johnathan Williams;PF;24;WAS;15;6;180;38;68;.559;0;4;.000;38;64;.594;14;26;.538;48;80;128;16;2;16;10;32;90
513;Kenrich Williams;PF;25;NOP;39;18;832;22;64;.347;11;42;.258;11;22;.520;4;11;.346;22;58;80;25;12;9;10;38;59
514;Lou Williams;PG;33;LAC;65;8;1864;76;181;.418;21;61;.352;54;120;.451;56;65;.861;6;33;39;70;8;2;35;15;229
515;Marvin Williams;PF;33;TOT;58;1;1129;38;85;.446;18;50;.359;20;35;.568;16;18;.860;10;49;58;19;11;10;11;33;109
515;Marvin Williams;PF;33;CHO;41;1;808;42;94;.448;20;52;.376;22;41;.538;19;22;.860;7;42;49;18;12;10;11;32;123
515;Marvin Williams;PF;33;MIL;17;0;321;28;64;.439;13;44;.308;15;20;.722;7;8;.857;17;66;83;21;11;9;9;36;76
516;Robert Williams;C;22;BOS;29;1;388;59;82;.727;0;0;;59;82;.727;20;32;.647;37;82;119;25;20;32;19;47;139
517;Nigel Williams-Goss;PG;25;UTA;10;0;50;36;115;.313;14;50;.286;22;65;.333;14;14;1.000;14;29;43;43;22;7;22;43;101
518;Zion Williamson;PF;19;NOP;24;24;668;113;194;.583;3;8;.429;110;186;.590;61;96;.640;34;46;81;27;9;5;32;23;291
519;D.J. Wilson;PF;23;MIL;37;1;363;52;131;.394;18;72;.247;34;59;.576;11;18;.611;12;79;91;25;3;5;19;33;132
520;Justise Winslow;SG;23;MIA;11;5;352;51;132;.388;6;28;.222;45;104;.431;18;28;.667;16;58;75;45;7;5;25;39;127
521;Christian Wood;PF;24;DET;62;12;1325;78;138;.567;15;38;.386;64;100;.636;49;66;.744;28;78;106;16;9;15;23;27;220
522;Delon Wright;PG;27;DAL;73;5;1570;44;94;.462;11;29;.370;33;65;.504;18;23;.770;16;48;64;56;19;5;17;21;116
523;Justin Wright-Foreman;PG;22;UTA;4;0;45;56;160;.350;16;80;.200;40;80;.500;24;32;.750;0;40;40;56;16;0;24;40;152
524;Thaddeus Young;PF;31;CHI;64;16;1591;61;136;.448;18;50;.356;43;86;.501;10;16;.583;21;50;71;26;21;5;23;30;149
525;Trae Young;PG;21;ATL;60;60;2120;93;212;.437;35;96;.361;58;116;.501;82;95;.860;5;38;43;95;11;1;49;18;302
526;Cody Zeller;C;27;CHO;58;39;1341;67;129;.524;5;20;.240;63;108;.577;33;48;.682;43;67;110;24;11;7;20;38;172
527;Tyler Zeller;C;30;SAS;2;0;4;90;360;.250;0;0;;90;360;.250;0;0;;270;90;360;0;0;0;0;0;180
528;Ante Žižić;C;23;CLE;22;0;221;67;117;.569;0;0;;67;117;.569;23;31;.737;29;78;108;10;11;8;16;44;156
529;Ivica Zubac;C;22;LAC;72;70;1326;64;105;.613;0;1;.000;64;104;.616;34;45;.747;53;94;147;22;4;18;17;46;162
